season_end_year,team_abbr,prior_roster_transition_player_count,prior_roster_returning_player_count,prior_roster_incoming_player_count,prior_roster_new_player_count,prior_roster_player_match_rate,prior_roster_continuity_minutes_share,prior_roster_incoming_minutes_share,prior_roster_minutes_covered,prior_roster_expected_net_rating,prior_roster_expected_off_rating,prior_roster_expected_def_rating,prior_roster_top8_expected_net_rating,prior_roster_top8_expected_off_rating,prior_roster_top8_expected_def_rating,prior_roster_top8_projection_wins,roster_feature_source
2021,DEN,18.0,9.0,5.0,4.0,0.7777777777777778,0.6159797958203714,0.3840202041796284,17011.00166666667,3.516506670536057,111.7024215015361,108.18831389607568,3.7857884434533458,111.8962935314437,108.10462807650201,51.22162879732403,season-level roster proxy
2021,DET,17.0,1.0,11.0,5.0,0.7058823529411765,0.07518939252239333,0.9248106074776066,10024.375,-3.004561115614024,106.5676790656109,109.54816927073593,-1.938018375740481,107.19206217247192,109.1080414832613,35.7673503855007,season-level roster proxy
2021,GSW,17.0,11.0,4.0,2.0,0.8823529411764706,0.6911327222852102,0.3088672777147897,13951.801666666668,-5.564438654935962,105.55345800620016,111.10973379662674,-5.038470421101619,105.87956975405575,110.9042606840282,27.396129863025628,season-level roster proxy
2021,HOU,22.0,4.0,10.0,8.0,0.6363636363636364,0.29833601677333,0.70166398322667,11535.773333333334,0.22991570858419555,107.61959695232106,107.3963919338452,1.0959574794608895,108.86997899214846,107.77930177348426,43.9590851945444,season-level roster proxy
2021,IND,19.0,13.0,4.0,2.0,0.8947368421052632,0.8934896325932166,0.10651036740678355,18696.896666666664,1.4833658936982237,108.15194595573706,106.65791809656827,1.9852405440551153,108.75378693801954,106.76018606734466,46.36014946894881,season-level roster proxy
2021,LAC,18.0,9.0,5.0,4.0,0.7777777777777778,0.6913090990679932,0.3086909009320066,14336.450000000003,4.9928376969193895,111.39469372357405,106.41536197361735,5.978339056490768,112.47573506548935,106.51458936746224,57.14151545252507,season-level roster proxy
2021,LAL,17.0,10.0,7.0,0.0,1.0,0.4985126186148538,0.501487381385146,21207.293333333335,4.620801790201736,109.93918934806703,105.33674518106034,5.1375838938776,110.77542755145295,105.66364323252556,54.87147651346952,season-level roster proxy
2021,MEM,17.0,11.0,1.0,5.0,0.7058823529411765,0.9751683631771516,0.024831636822848425,14289.298333333334,-0.7109412183639995,107.19887730666504,107.92250010176613,-0.5157903527696591,107.49722126692095,108.02452230299609,39.60736604752192,season-level roster proxy
2021,MIA,17.0,11.0,5.0,1.0,0.9411764705882353,0.7340485510323842,0.2659514489676158,18091.61666666667,2.3231959277639636,110.61038067355322,108.29990445851068,2.745103788849721,111.28727485806746,108.55707708146481,48.41178022989425,season-level roster proxy
2021,MIL,19.0,6.0,7.0,6.0,0.6842105263157895,0.44095686485532526,0.5590431351446744,19227.86333333334,3.861755769708508,109.93732837189914,106.0582157941279,5.580148952646306,111.15157940661007,105.5487804985645,56.066402172145025,season-level roster proxy
2021,MIN,15.0,11.0,2.0,2.0,0.8666666666666667,0.8041167705541586,0.19588322944584147,11842.939999999999,-2.4925775046849292,108.18903604172614,110.66722374962073,-2.4519985965373734,108.8414593948349,111.28176955556263,34.37960378934909,season-level roster proxy
2021,NOP,18.0,6.0,7.0,5.0,0.7222222222222222,0.5609967295493928,0.4390032704506071,14657.001666666667,0.06508483260730547,109.3634091374532,109.28791457006726,0.4265432901123665,109.51399154555214,109.0727425483245,42.15166688330339,season-level roster proxy
2021,NYK,16.0,10.0,4.0,2.0,0.875,0.7115230744477258,0.28847692555227417,15289.206666666667,-5.581854737612285,104.96408637509424,110.53965895766993,-5.420660254852926,105.58417811879586,111.00624321161447,26.3642173118971,season-level roster proxy
2021,OKC,18.0,5.0,8.0,5.0,0.7222222222222222,0.48324465602538974,0.5167553439746103,10266.625,1.0638015089346957,108.44266316015893,107.40141409664812,1.267425122780972,108.79301872392705,107.5493764226295,44.42204783150862,season-level roster proxy
2021,ORL,22.0,5.0,11.0,6.0,0.7272727272727273,0.5631837762380089,0.43681622376199103,12185.09,-0.9626464939254996,107.29048681626479,108.25375612052653,-0.41618635464604053,107.73893139063684,108.15511774528288,39.87629684245569,season-level roster proxy
2021,PHI,21.0,7.0,9.0,5.0,0.7619047619047619,0.5514316426798216,0.4485683573201782,19677.105000000003,2.815195655051899,109.87453543089798,107.05981509136292,3.7346786205391007,110.29919290724085,106.54947019502826,51.08363227545557,season-level roster proxy
2021,PHO,16.0,8.0,6.0,2.0,0.875,0.5475887661681142,0.4524112338318858,19326.620000000003,0.5885207639342352,110.26983763844895,109.68580266492536,1.3313357469951388,111.4457289687358,110.11439322174067,44.59460651688688,season-level roster proxy
2021,POR,15.0,6.0,7.0,2.0,0.8666666666666667,0.5355399953038744,0.4644600046961255,17191.47666666667,0.5801311425060832,111.37630370321104,110.7693032186686,0.5258728871727935,111.53212858863962,110.97131337532932,42.41985679536654,season-level roster proxy
2021,SAC,19.0,7.0,9.0,3.0,0.8421052631578947,0.4643513448912025,0.5356486551087974,17550.428333333333,-1.7765449219330545,109.45363106522471,111.19739466947483,-1.5491572219250043,110.12613160251574,111.63450451494677,36.81727550080249,season-level roster proxy
2021,SAS,17.0,12.0,3.0,2.0,0.8823529411764706,0.8655063237452659,0.13449367625473407,14736.256666666666,-0.7883839337760357,109.37446199023407,110.20837841677115,-0.289339474632543,110.05145134438547,110.39711400043572,40.21878341849214,season-level roster proxy
2021,TOR,18.0,8.0,7.0,3.0,0.8333333333333334,0.6773554084277436,0.3226445915722564,15008.366666666667,2.7425894778690116,108.94693857426192,106.207202382671,2.649709433310649,109.08373289723615,106.43587862412687,48.154215469938755,season-level roster proxy
2021,UTA,17.0,11.0,3.0,3.0,0.8235294117647058,0.85144239979553,0.14855760020447004,17965.141666666666,3.610628638701708,111.12560717352169,107.4973396907066,3.9831897473932667,111.73760602016824,107.74042976606745,51.75461231796182,season-level roster proxy
2021,WAS,18.0,9.0,6.0,3.0,0.8333333333333334,0.6535759284322952,0.34642407156770477,16688.346666666668,-2.3813181313747074,108.21134754910813,110.60248165186725,-2.539823809189355,109.91208175631095,112.45190556550031,34.14247571518874,season-level roster proxy
2022,ATL,21.0,11.0,6.0,4.0,0.8095238095238095,0.7716446980011842,0.22835530199881582,19450.683333333334,1.6473617807771963,112.48158601968565,110.85582054957793,2.730153526110139,113.82824020810943,111.12345978484824,48.371414520497375,season-level roster proxy
2022,BOS,21.0,9.0,8.0,4.0,0.8095238095238095,0.6318909063732453,0.36810909362675476,16524.888333333332,1.1583061327797173,111.90962208216638,110.7634627183058,2.0041966541444087,113.42000821223482,111.43170614429012,46.4113309661899,season-level roster proxy
2022,BRK,17.0,7.0,6.0,4.0,0.7647058823529411,0.5554304193582121,0.44456958064178786,16367.351666666666,3.3659087078942016,113.40054184086593,110.05841552863724,3.6497432343715808,113.7274056989768,110.09470400997355,50.854306732803266,season-level roster proxy
2022,CHI,19.0,7.0,9.0,3.0,0.8421052631578947,0.5062948103311156,0.4937051896688845,18898.636666666665,-1.9934360168132061,109.75037263710911,111.73960412664687,-2.813383285213798,110.45829735438936,113.2625160953537,33.40386512992274,season-level roster proxy
2022,CHO,16.0,8.0,4.0,4.0,0.75,0.696496288479025,0.30350371152097505,15863.891666666666,-1.7267063514784888,108.91085091037455,110.63186143374867,-1.3866707475505473,109.25504589744386,110.6417166449944,37.25598898161352,season-level roster proxy
2022,CLE,22.0,9.0,8.0,5.0,0.7727272727272727,0.686797068722764,0.3132029312772359,17906.415,-6.948407297980454,105.439908639818,112.39249282077587,-6.84076932806097,106.04048509623809,112.8861754329254,22.52992281423538,season-level roster proxy
2022,DAL,21.0,9.0,7.0,5.0,0.7619047619047619,0.6986717627857116,0.30132823721428825,16887.796666666665,2.67719007748988,112.5813445172145,109.90515750130422,2.7862062661359612,113.3400857992948,110.55765613195722,48.5227569185671,season-level roster proxy
2022,DEN,20.0,12.0,4.0,4.0,0.8,0.7422389414180691,0.25776105858193094,18966.001666666667,3.4690469815242206,113.96141175775848,110.50523603595592,5.211247475186339,116.58786747877468,111.40544285747328,55.07036818300312,season-level roster proxy
2022,DET,25.0,10.0,5.0,10.0,0.6,0.7443543807385937,0.2556456192614065,13946.506666666664,-4.569733197225973,107.03394281291946,111.58933971995855,-4.421708678687548,107.68313918066104,112.09247122731553,29.06138656754362,season-level roster proxy
2022,GSW,16.0,8.0,5.0,3.0,0.8125,0.789773404799448,0.21022659520055206,13767.208333333332,1.6423400532061396,110.27812448057433,108.62922709457558,2.4951037648832184,110.75057744531729,108.24805662332653,47.73678016518469,season-level roster proxy
2022,HOU,16.0,7.0,3.0,6.0,0.625,0.6896050213345674,0.3103949786654329,10374.399999999998,-4.412301900190212,107.80042387993525,112.21401216777198,-4.171209516376328,108.1245434296229,112.29944532097345,29.737734305783917,season-level roster proxy
2022,IND,19.0,5.0,5.0,9.0,0.5263157894736842,0.5024994017834009,0.4975005982165989,12460.648333333334,-1.4643732154653801,111.25876641785224,112.72239047486694,-1.2225598830835882,111.50515192964488,112.72771181272846,37.69908831567431,season-level roster proxy
2022,LAC,16.0,9.0,5.0,2.0,0.875,0.6205677610303649,0.3794322389696349,18184.235,4.090853450805051,114.59407817632507,110.49496543755255,5.764542341646729,116.29878451289228,110.52353108632644,56.56426432244617,season-level roster proxy
2022,LAL,21.0,3.0,13.0,5.0,0.7619047619047619,0.22723329970686396,0.7727667002931361,17469.70333333333,-0.15425870616768755,109.42388413960857,109.58618445342806,1.7361252742463427,110.35782747266663,108.63494488832198,45.68753824046512,season-level roster proxy
2022,MEM,22.0,11.0,6.0,5.0,0.7727272727272727,0.8148121780347659,0.18518782196523423,16246.901666666665,0.8285472378784839,110.51679014491073,109.69580158924661,1.3921387064967754,111.44973827068544,110.0671637867706,44.7587745075413,season-level roster proxy
2022,MIA,21.0,10.0,7.0,4.0,0.8095238095238095,0.6377741783415959,0.3622258216584041,16754.681666666667,-0.4010750030165698,109.2780915960902,109.68901251381578,0.10422358345232505,109.80855428505896,109.71662964227733,41.28140367532128,season-level roster proxy
2022,MIL,18.0,8.0,8.0,2.0,0.8888888888888888,0.6563625073469714,0.34363749265302845,18071.505,5.356313931794834,113.8988572617499,108.54112787876088,6.323829694000609,115.05097621756424,108.72023923329154,58.074340173801644,season-level roster proxy
2022,MIN,17.0,11.0,3.0,3.0,0.8235294117647058,0.8735520145055897,0.1264479854944102,15947.875,-4.3888465077635725,108.48084690489068,112.87317279992894,-4.84245867372529,109.21570893115071,114.07103040384094,27.925361580941715,season-level roster proxy
2022,NOP,18.0,5.0,9.0,4.0,0.7777777777777778,0.36732486373695195,0.6326751362630483,14990.613333333331,0.8794824605797764,111.01857714738826,110.14552194217539,1.6829522329920892,111.65956721961136,109.98884409225394,45.54397102907864,season-level roster proxy
2022,NYK,20.0,9.0,5.0,6.0,0.7,0.7325428775309257,0.2674571224690742,17708.77,1.9032902341608138,109.45479143008426,107.53799451721754,3.0246846157478604,110.58173193366787,107.54766368118986,49.16664846251922,season-level roster proxy
2022,OKC,26.0,11.0,3.0,12.0,0.5384615384615384,0.8913823628335333,0.1086176371664668,13597.346666666665,-9.445645584285561,102.8764037052327,112.32228307287404,-10.411844876075369,102.69938268066893,113.11436657179944,12.888018834596501,season-level roster proxy
2022,ORL,21.0,11.0,3.0,7.0,0.6666666666666666,0.8265795585760795,0.17342044142392055,10985.585,-8.519131343483302,104.61775006368194,113.12287659995651,-8.356395228529555,104.73531944758089,113.07413358176944,18.4377328829702,season-level roster proxy
2022,PHI,19.0,9.0,6.0,4.0,0.7894736842105263,0.6352708293384586,0.36472917066154154,17079.175,5.753253801779068,113.03308008144421,107.27253073796987,5.464899724445995,113.9246977056663,108.44967577182743,55.755229256004185,season-level roster proxy
2022,PHO,22.0,10.0,7.0,5.0,0.7727272727272727,0.6809893801764609,0.31901061982353923,21983.73,3.0754125209871117,112.93065871897082,109.8276022085424,5.166413351665973,115.08801308392238,109.88537801675612,54.94931604949813,season-level roster proxy
2022,POR,24.0,6.0,12.0,6.0,0.75,0.36267137277037576,0.6373286272296242,14586.258333333335,1.0914194124492747,112.62753952778614,111.54554700171563,2.8151745164703024,114.50558080074997,111.69798021073817,48.600971194469814,season-level roster proxy
2022,SAC,19.0,9.0,7.0,3.0,0.8421052631578947,0.4758474885397896,0.5241525114602104,18870.363333333335,-1.5786534140218815,110.94141976421933,112.52776485137453,-0.7828879423572772,111.87364789099203,112.6590296860925,38.88620255563535,season-level roster proxy
2022,SAS,18.0,7.0,6.0,5.0,0.7222222222222222,0.6668283128987671,0.33317168710123285,13561.851666666667,-1.1923043080031719,110.41684976400101,111.60948868707825,-0.7755769518709656,111.03860679653569,111.81418374840665,38.905942229948394,season-level roster proxy
2022,TOR,19.0,8.0,7.0,4.0,0.7894736842105263,0.6911873614594265,0.30881263854057356,17031.713333333333,-0.8729460081722057,109.81174823084935,110.684728645425,0.740395020860086,111.9303387518151,111.18653965859392,42.999066556322234,season-level roster proxy
2022,UTA,20.0,9.0,8.0,3.0,0.85,0.6578691624091013,0.3421308375908985,19164.905000000002,5.857861239941792,113.01193808857039,107.14964847638603,9.873668640345105,115.31316907268346,105.43950043233838,67.65890532893178,season-level roster proxy
2022,WAS,22.0,9.0,7.0,6.0,0.7272727272727273,0.5300951827709185,0.46990481722908145,16801.36,-0.5620085516886729,109.5898000023014,110.16401964880622,-0.3777568175800901,110.21119154905196,110.6072215560783,39.98005659253376,season-level roster proxy
2023,ATL,18.0,7.0,8.0,3.0,0.8333333333333334,0.5277392414659775,0.47226075853402244,20643.108333333334,-0.5835440076248207,112.19820775537275,112.77345897924772,-0.4325591581521583,113.11340156746174,113.53562555838649,39.83209027298917,season-level roster proxy
2023,BOS,18.0,10.0,5.0,3.0,0.8333333333333334,0.842078789241408,0.1579212107585923,19466.36333333333,6.825944102896124,112.53606943190383,105.70503661957747,8.053973464159498,113.26767902347227,105.20764192663208,62.745728353230646,season-level roster proxy
2023,BRK,19.0,7.0,8.0,4.0,0.7894736842105263,0.37515512804253176,0.6248448719574683,20750.331666666665,3.0083874884248845,112.19168891196037,109.1742573753239,3.8619101065149555,113.06434933192074,109.18885660217374,51.42715728759038,season-level roster proxy
2023,CHI,17.0,12.0,4.0,1.0,0.9411764705882353,0.8148050042616705,0.18519499573832957,19706.67,-0.1297388058628543,111.82659266295795,111.95089410505851,-0.265221710603955,112.12432766440294,112.37542395995087,40.28390138136932,season-level roster proxy
2023,CHO,17.0,10.0,4.0,3.0,0.8235294117647058,0.8502973875899194,0.14970261241008073,15374.436666666666,-0.9769813246273956,110.93314009770762,111.90667830431077,-0.09765085216428293,111.90388892632872,111.99347313905875,40.73634269915644,season-level roster proxy
2023,CLE,17.0,9.0,7.0,1.0,0.9411764705882353,0.6763294101340095,0.3236705898659905,21066.423333333332,2.064299342381645,110.55306398317575,108.4694002636423,2.275685813978757,111.80335808265215,109.50245255654517,47.14435169774264,season-level roster proxy
2023,DAL,21.0,9.0,9.0,3.0,0.8571428571428571,0.5595214610668113,0.44047853893318867,20327.43,0.08081243751259584,109.87231229755393,109.7941480961112,-0.5239716025270866,109.95033261175092,110.47036136417444,39.585276673176864,season-level roster proxy
2023,DEN,16.0,6.0,6.0,4.0,0.75,0.4760762661348696,0.5239237338651305,16465.761666666665,0.3995989658136068,111.34202283587044,110.92823364684921,0.9730173525165303,112.20608089940004,111.2174480307802,43.627146851794635,season-level roster proxy
2023,DET,19.0,9.0,4.0,6.0,0.6842105263157895,0.6500033991455622,0.3499966008544379,16768.92,-4.743153564252599,106.87462900612167,111.62324156833,-5.032187132803658,106.51411055870545,111.55271239299223,27.413094741430122,season-level roster proxy
2023,GSW,17.0,10.0,4.0,3.0,0.8235294117647058,0.8330500545541959,0.16694994544580422,17368.05,4.734861935181746,110.17348422342559,105.42987932823009,6.044142891125826,111.40879718741088,105.35581490461827,57.319185806039734,season-level roster proxy
2023,HOU,15.0,8.0,2.0,5.0,0.6666666666666666,0.9728816937202485,0.027118306279751574,11390.153333333334,-7.972066047691488,106.96938554529262,114.90542838756049,-8.498820367036695,106.9780149630841,115.43817517634483,18.053185009000924,season-level roster proxy
2023,IND,18.0,9.0,6.0,3.0,0.8333333333333334,0.6895159845119456,0.31048401548805454,16926.59333333333,-1.9724444454072076,109.79686493324706,111.77573820721555,-2.187781102810278,110.14520098114136,112.3338235958899,35.09299102241225,season-level roster proxy
2023,LAC,18.0,10.0,4.0,4.0,0.7777777777777778,0.6548661107350386,0.34513388926496125,21585.188333333335,-1.9085881499142194,109.0051625987666,110.89203957991872,-1.8449134953496595,109.14590340487435,110.96735056317318,36.01873356255592,season-level roster proxy
2023,LAL,18.0,4.0,11.0,3.0,0.8333333333333334,0.2660588845206903,0.7339411154793094,19789.07166666667,-0.6717828939760773,109.77398311509137,110.4525270723917,-0.2533068429799559,110.25689917602143,110.5119779258638,40.31607152395412,season-level roster proxy
2023,MEM,18.0,11.0,1.0,6.0,0.6666666666666666,0.8908204527991032,0.10917954720089691,17577.77333333333,5.846986686975143,113.28965826540035,107.45914638031516,5.853415360639751,113.66378607993359,107.83050016792477,56.80422147372733,season-level roster proxy
2023,MIA,17.0,12.0,2.0,3.0,0.8235294117647058,0.8864004785348435,0.11359952146515669,17776.483333333334,4.532338745289891,111.75990680571431,107.246921710237,4.835897490304436,112.02548676604553,107.20398455365788,54.05692322382198,season-level roster proxy
2023,MIL,18.0,12.0,3.0,3.0,0.8333333333333334,0.8187265317857699,0.18127346821423007,19338.213333333333,4.70741973060593,113.51714538778486,108.82544942966122,6.4313469596280255,114.75253313139464,108.34584111337925,58.364636790995675,season-level roster proxy
2023,MIN,18.0,8.0,8.0,2.0,0.8888888888888888,0.5229920493291345,0.47700795067086565,21567.781666666666,2.8887823419330174,111.91694184435134,109.03770215434767,4.006259260449434,112.83023035177982,108.8373773886097,51.81690000321347,season-level roster proxy
2023,NOP,16.0,12.0,1.0,3.0,0.8125,0.9077357387297749,0.0922642612702252,17338.421666666665,-0.06343283072767202,110.33572662755829,110.40824066742715,0.023624274208198535,110.86901249085626,110.84538821664805,41.06378554036213,season-level roster proxy
2023,NYK,16.0,10.0,5.0,1.0,0.9375,0.6614308213914601,0.33856917860854013,21996.129999999994,-0.020111780269226172,109.55976314924493,109.57944858936553,-0.28287524634807387,109.92660839759307,110.21291683385905,40.2362368348602,season-level roster proxy
2023,OKC,16.0,10.0,2.0,4.0,0.75,0.926185231918463,0.07381476808153699,13130.728333333333,-5.928165789737228,103.75963870752537,109.70048736824323,-6.723758133512289,102.96151278155034,109.70004075255497,22.84585303951682,season-level roster proxy
2023,ORL,17.0,10.0,2.0,5.0,0.7058823529411765,0.9385843253439199,0.0614156746560802,13844.918333333331,-5.833529991930854,104.45679307606368,110.30870581757377,-5.7285933704754575,104.6338453544489,110.3801237565008,25.532797899716265,season-level roster proxy
2023,PHI,17.0,9.0,8.0,0.0,1.0,0.6425317645444516,0.3574682354555484,22640.678333333333,3.5242086680706786,112.26840943443466,108.75276870017218,4.376584812347743,113.27583642306278,108.91483197186305,52.81677899333891,season-level roster proxy
2023,PHO,16.0,8.0,7.0,1.0,0.9375,0.5756066247899994,0.4243933752100006,19755.896666666667,2.3847540034038777,110.47211772552635,108.07873889635313,2.287086036845319,111.30022338426133,109.01022713994762,47.175132299482364,season-level roster proxy
2023,POR,21.0,9.0,6.0,6.0,0.7142857142857143,0.6712377883732032,0.3287622116267966,14344.765000000001,-5.830187249494849,106.59583102267622,112.43819443306785,-3.5392698203078816,108.10672492032813,111.66058747030988,31.443971485168717,season-level roster proxy
2023,SAC,20.0,10.0,5.0,5.0,0.75,0.7042645971803096,0.2957354028196902,19945.690000000002,-3.228236676695567,109.81893859441979,113.03309374940982,-3.097092190371228,110.24229178842607,113.32572639334104,32.63785108599768,season-level roster proxy
2023,SAS,21.0,8.0,7.0,6.0,0.7142857142857143,0.6486113220327873,0.3513886779672128,15254.916666666666,-0.6811463735735472,110.09576433827344,110.79180628103508,0.028920045975435543,111.60091789970892,111.58118509170252,41.078084124133674,season-level roster proxy
2023,TOR,18.0,10.0,6.0,2.0,0.8888888888888888,0.7302756888709365,0.2697243111290634,23725.416666666664,3.0627860627667234,111.60941326636343,108.53702954286017,3.1194629490305026,112.40057841399668,109.2731214650671,49.422549962382355,season-level roster proxy
2023,UTA,20.0,3.0,11.0,6.0,0.7,0.2891186420392947,0.7108813579607053,11669.851666666666,0.5732338071706424,109.89294836795271,109.30569003233549,1.5199763979847385,110.80399622507353,109.26614854230826,45.10393627455879,season-level roster proxy
2023,WAS,20.0,10.0,5.0,5.0,0.75,0.6973314508144794,0.3026685491855206,15669.313333333334,-0.4712357954847629,110.43802943715465,110.90759341932448,-0.8656099640035019,110.70739974696953,111.56457893780602,38.66285309719054,season-level roster proxy
2024,ATL,18.0,13.0,2.0,3.0,0.8333333333333334,0.9571379977881337,0.04286200221186624,19383.329999999998,-0.5486572052720906,113.68809595668029,114.22952305752762,-0.1375286776890109,114.89955231875538,115.02830949632731,40.62867257023967,season-level roster proxy
2024,BOS,17.0,8.0,7.0,2.0,0.8823529411764706,0.6300752054722478,0.36992479452775223,19331.483333333334,5.889439963651695,115.8414407326908,109.96875083736461,6.843058120361291,116.92864939319453,110.10871608307431,59.47625692497549,season-level roster proxy
2024,BRK,18.0,7.0,7.0,4.0,0.7777777777777778,0.5872692492622276,0.41273075073777243,18811.695,-1.1471464160991343,112.10751845239534,113.23178688399246,-0.12220116118421188,112.37136255865069,112.47797699323122,40.670056864802625,season-level roster proxy
2024,CHI,18.0,11.0,2.0,5.0,0.7222222222222222,0.8250403765327395,0.1749596234672604,21488.348333333335,0.692313950917121,111.39184814033712,110.69817426637954,-0.09200562753981906,111.43781279464478,111.5314392854674,40.75158480564249,season-level roster proxy
2024,CHO,22.0,7.0,7.0,8.0,0.6363636363636364,0.46280416174155076,0.5371958382584494,12355.884999999998,-2.9804969588715555,108.818214653719,111.79219359843508,-2.2317076159216103,109.29128660388355,111.52388153887277,34.97438943701165,season-level roster proxy
2024,CLE,18.0,9.0,5.0,4.0,0.7777777777777778,0.6810730907571909,0.31892690924280903,21641.04,3.64376152131937,113.73990734733634,110.0617820508318,4.408694220963847,114.54362123859241,110.10164501152079,52.90347439660239,season-level roster proxy
2024,DAL,19.0,9.0,4.0,6.0,0.6842105263157895,0.7050666113887645,0.2949333886112357,16852.22333333333,0.8198655291181162,114.42888885877969,113.6273614144286,0.8109310186462789,114.99235263566284,114.208533259108,43.18951375034495,season-level roster proxy
2024,DEN,17.0,10.0,3.0,4.0,0.7647058823529411,0.9488495440751874,0.051150455924812765,15838.503333333332,5.2308247033442345,117.04356924717844,111.78126897932907,6.774082674505959,118.2721703975083,111.46509049626168,59.29002322116609,season-level roster proxy
2024,DET,23.0,10.0,10.0,3.0,0.8695652173913043,0.4882030245956389,0.511796975404361,21094.39,-5.6180348661421355,109.78574954446815,115.41113578855169,-5.0154950614759,110.55821187611475,115.58145935120652,27.45816333401507,season-level roster proxy
2024,GSW,18.0,9.0,4.0,5.0,0.7222222222222222,0.7148247053518975,0.28517529464810254,17155.068333333333,2.175779325079926,114.36280673515243,112.18555101451557,3.25287912491006,115.1805439567158,111.92587818200629,49.782773637257165,season-level roster proxy
2024,HOU,17.0,6.0,7.0,4.0,0.7647058823529411,0.4920967488906423,0.5079032511093576,19994.303333333333,-3.2106997559804955,111.87439820775617,115.09688279544959,-4.042548737271085,112.02439734472085,116.07573352338383,30.08511840936807,season-level roster proxy
2024,IND,18.0,10.0,4.0,4.0,0.7777777777777778,0.7291894182282591,0.2708105817717409,19021.893333333333,-2.80579710081436,112.80800176218001,115.63994323733635,-2.902530198138449,113.34430444747602,116.26415346930035,33.16316846502619,season-level roster proxy
2024,LAC,18.0,12.0,4.0,2.0,0.8888888888888888,0.7861244360067161,0.21387556399328386,19905.305,0.2757285222875679,114.14591231667471,113.87958921001211,1.6189568134501129,115.3762336407583,113.7690059359435,45.3711833963153,season-level roster proxy
2024,LAL,19.0,7.0,7.0,5.0,0.7368421052631579,0.5631457128185355,0.4368542871814646,21067.318333333333,0.2104121383586947,112.9042837994489,112.6900703229829,1.4921041568565123,114.25469265518097,112.76258849832446,45.028681223512585,season-level roster proxy
2024,MEM,26.0,10.0,9.0,7.0,0.7307692307692307,0.6465660545629345,0.35343394543706547,18927.256666666668,3.7840178458684885,113.32602867082163,109.5382515110043,6.57389129640146,115.53821199812302,108.94938424268337,58.74950650028394,season-level roster proxy
2024,MIA,20.0,10.0,8.0,2.0,0.9,0.6305474371024847,0.36945256289751516,20487.163333333334,-1.066868627818818,111.2568238583217,112.3480075572525,0.03682243964154381,112.24107099571515,112.23391147534936,41.09942058703217,season-level roster proxy
2024,MIL,19.0,10.0,6.0,3.0,0.8421052631578947,0.598175503624317,0.401824496375683,16946.411666666667,0.9599847440662707,112.79706134445176,111.84245144522728,2.6334415524598884,114.25789344052765,111.63701512112327,48.1102921916417,season-level roster proxy
2024,MIN,16.0,12.0,3.0,1.0,0.9375,0.8260143928321316,0.1739856071678686,18950.86833333333,0.6323683233160556,113.03615033119415,112.40687018651128,0.9719588844357562,113.68417897452997,112.71604639176381,43.62428898797654,season-level roster proxy
2024,NOP,19.0,11.0,3.0,5.0,0.7368421052631579,0.9270959062448898,0.07290409375510998,18387.193333333336,1.899209948300973,113.35203583726208,111.46519353687836,1.922001367527658,113.71394126724746,111.80850368776922,46.189403692324674,season-level roster proxy
2024,NYK,19.0,7.0,8.0,4.0,0.7894736842105263,0.5442118072418952,0.45578819275810484,22711.09,1.811118202604983,115.26038886728908,113.4520888913742,2.521023650406572,116.48179104917632,113.96076739876976,47.806763856097746,season-level roster proxy
2024,OKC,18.0,11.0,3.0,4.0,0.7777777777777778,0.8189085719562222,0.1810914280437777,18753.381666666668,1.3173557675686758,113.2844473205677,111.96230610497003,0.6677888295783387,113.31921118156514,112.63510570486248,42.803029839861516,season-level roster proxy
2024,ORL,18.0,14.0,2.0,2.0,0.8888888888888888,0.936481127137003,0.06351887286299697,17530.196666666667,-1.7455304456557723,110.60873061131278,112.36691448032812,-1.5676393911815085,111.00607891841871,112.59430321416205,36.767373643809925,season-level roster proxy
2024,PHI,20.0,7.0,10.0,3.0,0.85,0.4603548253942163,0.5396451746057837,23462.90166666667,1.2215832639625916,114.02920302341118,112.82624117036958,2.1488316397366956,115.27635720365276,113.14094026753034,46.80184542728908,season-level roster proxy
2024,PHO,18.0,5.0,12.0,1.0,0.9444444444444444,0.2685320500357887,0.7314679499642112,22888.95,-0.09300620313877796,112.86237802520428,112.96400033640688,0.9663714742452004,114.10065405141165,113.14777550339254,43.609202980462044,season-level roster proxy
2024,POR,19.0,6.0,5.0,8.0,0.5789473684210527,0.6102466896057803,0.38975331039422,13278.629999999997,-0.7096408414623094,112.92020119294436,113.62921890285371,-0.6004421779715478,113.17464811951513,113.77210317221811,39.37880611947682,season-level roster proxy
2024,SAC,20.0,11.0,3.0,6.0,0.7,0.8993929185920205,0.10060708140797937,19400.473333333335,2.1334638312948373,117.28707028969393,115.16319234994609,3.301818265359181,118.67140709717343,115.38105931086001,49.91490931646979,season-level roster proxy
2024,SAS,18.0,12.0,4.0,2.0,0.8888888888888888,0.8782512735002509,0.12174872649974904,15457.725,-7.442876997315797,109.27844114620143,116.74013926154507,-6.964062352372916,110.01305061917122,117.00027668965004,22.197031648593125,season-level roster proxy
2024,TOR,22.0,5.0,9.0,8.0,0.6363636363636364,0.3820523139628821,0.6179476860371179,21911.868333333332,-0.5033171444911777,113.02948049234504,113.51623504491972,0.3325260249547301,113.7656737941351,113.42115132092566,41.897820267377774,season-level roster proxy
